code	name	comarca_code	comarca_name	amb	vegueria_code	vegueria_name	province_code	province_name	male_population	female_population	total_population
171851	Sant Joan les Fonts	19	Garrotxa		AT02	Comarques Gironines	17	Girona	1.451 	1.486 	2.937 
171668	Sant Jordi Desvalls	20	Gironès		AT02	Comarques Gironines	17	Girona	349 	371 	720 
89030	Sant Julià de Cerdanyola	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	134 	108 	242 
171693	Sant Julià de Ramis	20	Gironès		AT02	Comarques Gironines	17	Girona	1.724 	1.691 	3.415 
82205	Sant Julià de Vilatorta	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.518 	1.586 	3.104 
179032	Sant Julià del Llor i Bonmatí	34	Selva		AT02	Comarques Gironines	17	Girona	654 	618 	1.272 
82212	Sant Just Desvern	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	7.918 	8.713 	16.631 
171714	Sant Llorenç de la Muga	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	1.284 	1.273 	2.557 
251930	Sant Llorenç de Morunys	35	Solsonès		AT06	Comarques Centrals	25	Lleida	129 	126 	255 
82227	Sant Llorenç d'Hortons	3	Alt Penedès		AT08	Penedès	8	Barcelona	478 	499 	977 
82233	Sant Llorenç Savall	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	1.208 	1.172 	2.380 
82251	Sant Martí d'Albars	24	Osona		AT06	Comarques Centrals	8	Barcelona	54 	56 	110 
82248	Sant Martí de Centelles	24	Osona		AT06	Comarques Centrals	8	Barcelona	562 	541 	1.103 
171729	Sant Martí de Llémena	20	Gironès		AT02	Comarques Gironines	17	Girona	319 	286 	605 
259025	Sant Martí de Riucorb	38	Urgell		AT05	Ponent	25	Lleida	368 	321 	689 
82264	Sant Martí de Tous	6	Anoia		AT08	Penedès	8	Barcelona	599 	587 	1.186 
82270	Sant Martí Sarroca	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.509 	1.583 	3.092 
82286	Sant Martí Sesgueioles	6	Anoia		AT06	Comarques Centrals	8	Barcelona	189 	189 	378 
171735	Sant Martí Vell	20	Gironès		AT02	Comarques Gironines	17	Girona	131 	117 	248 
82299	Sant Mateu de Bages	7	Bages		AT06	Comarques Centrals	8	Barcelona	314 	306 	620 
171740	Sant Miquel de Campmajor	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	115 	104 	219 
171753	Sant Miquel de Fluvià	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	395 	361 	756 
171766	Sant Mori	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	96 	80 	176 
171772	Sant Pau de Segúries	31	Ripollès		AT02	Comarques Gironines	17	Girona	336 	346 	682 
82310	Sant Pere de Ribes	17	Garraf		AT08	Penedès	8	Barcelona	14.906 	14.760 	29.666 
82325	Sant Pere de Riudebitlles	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.191 	1.183 	2.374 
82331	Sant Pere de Torelló	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.255 	1.178 	2.433 
82346	Sant Pere de Vilamajor	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	2.134 	2.147 	4.281 
171788	Sant Pere Pescador	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	1.159 	984 	2.143 
81897	Sant Pere Sallavinera	6	Anoia		AT06	Comarques Centrals	8	Barcelona	93 	74 	167 
82359	Sant Pol de Mar	21	Maresme		AT01	Metropolità	8	Barcelona	2.486 	2.526 	5.012 
82362	Sant Quintí de Mediona	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.074 	1.042 	2.116 
82378	Sant Quirze de Besora	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.050 	1.082 	2.132 
82384	Sant Quirze del Vallès	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	9.619 	9.983 	19.602 
82397	Sant Quirze Safaja	42	Moianès		AT01	Metropolità	8	Barcelona	332 	290 	622 
251945	Sant Ramon	32	Segarra		AT05	Ponent	25	Lleida	273 	233 	506 
82401	Sant Sadurní d'Anoia	3	Alt Penedès		AT08	Penedès	8	Barcelona	6.234 	6.455 	12.689 
82418	Sant Sadurní d'Osormort	24	Osona		AT06	Comarques Centrals	8	Barcelona	50 	36 	86 
80983	Sant Salvador de Guardiola	7	Bages		AT06	Comarques Centrals	8	Barcelona	1.583 	1.543 	3.126 
82628	Sant Vicenç de Castellet	7	Bages		AT06	Comarques Centrals	8	Barcelona	4.584 	4.662 	9.246 
82649	Sant Vicenç de Montalt	21	Maresme		AT01	Metropolità	8	Barcelona	3.053 	2.996 	6.049 
82652	Sant Vicenç de Torelló	24	Osona		AT06	Comarques Centrals	8	Barcelona	988 	1.013 	2.001 
82634	Sant Vicenç dels Horts	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	13.952 	14.031 	27.983 
431384	Santa Bàrbara	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	1.904 	1.830 	3.734 
82439	Santa Cecília de Voltregà	24	Osona		AT06	Comarques Centrals	8	Barcelona	94 	85 	179 
82444	Santa Coloma de Cervelló	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	3.945 	4.077 	8.022 
171805	Santa Coloma de Farners	34	Selva		AT02	Comarques Gironines	17	Girona	6.447 	6.234 	12.681 
82457	Santa Coloma de Gramenet	13	Barcelonès	AM01	AT01	Metropolità	8	Barcelona	58.265 	58.685 	116.950 
431397	Santa Coloma de Queralt	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	1.414 	1.436 	2.850 
171812	Santa Cristina d'Aro	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	2.570 	2.519 	5.089 
82460	Santa Eugènia de Berga	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.131 	1.073 	2.204 
82476	Santa Eulàlia de Riuprimer	24	Osona		AT06	Comarques Centrals	8	Barcelona	645 	639 	1.284 
82482	Santa Eulàlia de Ronçana	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	3.560 	3.520 	7.080 
82495	Santa Fe del Penedès	3	Alt Penedès		AT08	Penedès	8	Barcelona	190 	188 	378 
171827	Santa Llogaia d'Àlguema	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	178 	161 	339 
82508	Santa Margarida de Montbui	6	Anoia		AT08	Penedès	8	Barcelona	4.822 	4.826 	9.648 
82515	Santa Margarida i els Monjos	3	Alt Penedès		AT08	Penedès	8	Barcelona	3.732 	3.600 	7.332 
82536	Santa Maria de Besora	24	Osona		AT06	Comarques Centrals	8	Barcelona	548 	515 	1.063 
82567	Santa Maria de Martorelles	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	79 	79 	158 
82554	Santa Maria de Merlès	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	425 	428 	853 
82573	Santa Maria de Miralles	6	Anoia		AT08	Penedès	8	Barcelona	91 	94 	185 
82592	Santa Maria de Palautordera	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	68 	62 	130 
82589	Santa Maria d'Oló	42	Moianès		AT06	Comarques Centrals	8	Barcelona	4.584 	4.519 	9.103 
431401	Santa Oliva	12	Baix Penedès		AT08	Penedès	43	Tarragona	1.674 	1.609 	3.283 
171848	Santa Pau	19	Garrotxa		AT02	Comarques Gironines	17	Girona	796 	766 	1.562 
82606	Santa Perpètua de Mogoda	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	12.899 	12.567 	25.466 
82613	Santa Susanna	21	Maresme		AT01	Metropolità	8	Barcelona	1.662 	1.613 	3.275 
81923	Santpedor	7	Bages		AT06	Comarques Centrals	8	Barcelona	3.721 	3.738 	7.459 
431423	Sarral	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	806 	779 	1.585 
171864	Sarrià de Ter	20	Gironès		AT02	Comarques Gironines	17	Girona	2.474 	2.499 	4.973 
252017	Sarroca de Bellera	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	79 	46 	125 
252000	Sarroca de Lleida	33	Segrià		AT05	Ponent	25	Lleida	213 	174 	387 
171870	Saus, Camallera i Llampaies	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	413 	417 	830 
431439	Savallà del Comtat	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	31 	31 	62 
431444	Secuita, la	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	839 	831 	1.670 
171886	Selva de Mar, la	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	103 	81 	184 
431457	Selva del Camp, la	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	2.797 	2.762 	5.559 
431460	Senan	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	31 	16 	47 
430445	Sénia, la	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	2.912 	2.887 	5.799 
252022	Senterada	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	80 	53 	133 
250352	Sentiu de Sió, la	23	Noguera		AT05	Ponent	25	Lleida	234 	225 	459 
82671	Sentmenat	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	4.387 	4.265 	8.652 
171903	Serinyà	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	585 	545 	1.130 
252043	Seròs	33	Segrià		AT05	Ponent	25	Lleida	1.025 	861 	1.886 
171910	Serra de Daró	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	114 	95 	209 
171925	Setcases	31	Ripollès		AT02	Comarques Gironines	17	Girona	100 	80 	180 
252038	Seu d'Urgell, la	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	5.896 	6.353 	12.249 
82690	Seva	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.750 	1.684 	3.434 
252056	Sidamon	27	Pla d'Urgell		AT05	Ponent	25	Lleida	379 	353 	732 
171931	Sils	34	Selva		AT02	Comarques Gironines	17	Girona	2.932 	2.865 	5.797 
82704	Sitges	17	Garraf		AT08	Penedès	8	Barcelona	14.082 	14.187 	28.269 
170524	Siurana	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	73 	79 	152 
82711	Sobremunt	24	Osona		AT06	Comarques Centrals	8	Barcelona	35 	47 	82 
252069	Soleràs, el	18	Garrigues		AT05	Ponent	25	Lleida	176 	166 	342 
431476	Solivella	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	313 	316 	629 
252075	Solsona	35	Solsonès		AT06	Comarques Centrals	25	Lleida	4.505 	4.499 	9.004 
82726	Sora	24	Osona		AT06	Comarques Centrals	8	Barcelona	104 	80 	184 
252081	Soriguera	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	206 	179 	385 
252094	Sort	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	1.089 	1.110 	2.199 
252108	Soses	33	Segrià		AT05	Ponent	25	Lleida	899 	829 	1.728 
82732	Subirats	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.543 	1.445 	2.988 
252115	Sudanell	33	Segrià		AT05	Ponent	25	Lleida	473 	374 	847 
252120	Sunyer	33	Segrià		AT05	Ponent	25	Lleida	180 	145 	325 
82747	Súria	7	Bages		AT06	Comarques Centrals	8	Barcelona	2.858 	3.069 	5.927 
171946	Susqueda	34	Selva		AT02	Comarques Gironines	17	Girona	55 	37 	92 
82763	Tagamanent	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	170 	149 	319 
82779	Talamanca	7	Bages		AT06	Comarques Centrals	8	Barcelona	108 	81 	189 
252154	Talarn	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	363 	219 	582 
252167	Talavera	32	Segarra		AT05	Ponent	25	Lleida	146 	116 	262 
171959	Tallada d'Empordà, la	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	237 	221 	458 
82785	Taradell	24	Osona		AT06	Comarques Centrals	8	Barcelona	3.126 	3.136 	6.262 
431482	Tarragona	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	63.920 	67.335 	131.255 
252173	Tàrrega	38	Urgell		AT05	Ponent	25	Lleida	8.152 	8.292 	16.444 
252189	Tarrés	18	Garrigues		AT05	Ponent	25	Lleida	57 	46 	103 
252192	Tarroja de Segarra	32	Segarra		AT05	Ponent	25	Lleida	91 	87 	178 
